"t","V [м³]","N активних","T життя [с]","V вкінці [м³]"
505,0.2322904018516947,37,92.5,0.00014521197190624295
506,0.2325814640296897,38,62.5,0.00014521197190624295
507,0.23284049286001768,34,43,0.00014521197190624295
508,0.2330871902519568,34,5,0.00014521197190624295
509,0.2333108290410421,32,47,0.00014521197190624295
510,0.23354412027538074,33,39.5,0.00015079644737231007
511,0.23378863700931918,34,59.5,0.00015079644737231007
512,0.2339888466839669,31,31,0.00015079644737231007
513,0.22596431740960693,32,7.5,0.00015079644737231007
514,0.2258241535843959,34,47.5,0.00015652229450778874
515,0.22484342915578126,43,53.5,0.00015652229450778874
516,0.22511909743159902,43,13,0.00015652229450778874
517,0.22533651999057047,42,46.5,0.00015652229450778874
518,0.22553164323036246,43,24.5,0.00015652229450778874
519,0.2257395329209509,44,58,0.00015652229450778874
520,0.22595111565187842,43,35,0.00015652229450778874
